Package,Class,Method Name
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/NestedLoops,correctOrientation
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/NestedLoops,setClockWise
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,toArray
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,getZero
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,getNorm1
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,getNormSq
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,getNormInf
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,add
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,add
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,subtract
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,normalize
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,negate
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,scalarMultiply
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,isInfinite
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,distance1
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,distanceInf
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,distanceSq
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,distanceInf
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,distanceSq
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,hashCode
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,toString
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Vector2D,toString
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Line,revertSelf
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Line,translateToPoint
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Line,setAngle
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Line,setOriginOffset
org/apache/commons/math3/geometry/euclidean/twod,org/apache/commons/math3/geometry/euclidean/twod/Line,getTransform
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedDescriptiveStatistics,getQuadraticMean
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AggregateSummaryStatistics,getStandardDeviation
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AggregateSummaryStatistics,getSumOfLogs
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AggregateSummaryStatistics,getGeometricMean
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AggregateSummaryStatistics,getSumsq
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AggregateSummaryStatistics,getSecondMoment
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AggregateSummaryStatistics$AggregatingSummaryStatistics,equals
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AggregateSummaryStatistics$AggregatingSummaryStatistics,hashCode
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,getSumsqImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,setSumsqImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,getMinImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,setMinImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,getMaxImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,setMaxImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,getSumLogImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,setGeoMeanImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,getMeanImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,setVarianceImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,copy
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics,copy
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AbstractUnivariateStatistic,getData
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/AbstractUnivariateStatistic,setData
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,getSumsqImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,setSumsqImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,getMinImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,setMinImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,getMaxImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,setMaxImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,getSumLogImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,getMeanImpl
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/SummaryStatistics,copy
org/apache/commons/math3/stat/descriptive,org/apache/commons/math3/stat/descriptive/DescriptiveStatistics,getPercentileImpl
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer$FitnessFunction,isFeasible
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer$DoubleIndex,equals
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer$DoubleIndex,hashCode
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer,getStatisticsSigmaHistory
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer,getStatisticsMeanHistory
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer,getStatisticsFitnessHistory
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer,getStatisticsDHistory
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer,randn
org/apache/commons/math3/optim/nonlinear/scalar/noderiv,org/apache/commons/math3/optim/nonlinear/scalar/noderiv/BOBYQAOptimizer,caller
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/AbstractLeastSquaresOptimizer,updateJacobian
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/AbstractLeastSquaresOptimizer,updateResidualsAndCost
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/AbstractLeastSquaresOptimizer,getCovariances
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/AbstractLeastSquaresOptimizer,getCovariances
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/NonLinearConjugateGradientOptimizer,setInitialStep
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/AbstractDifferentiableOptimizer,computeObjectiveGradient
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/AbstractDifferentiableOptimizer,optimizeInternal
org/apache/commons/math3/optimization/general,org/apache/commons/math3/optimization/general/AbstractDifferentiableOptimizer,optimizeInternal
org/apache/commons/math3/optim,org/apache/commons/math3/optim/MaxEval,unlimited
org/apache/commons/math3/optim,org/apache/commons/math3/optim/BaseOptimizer,getMaxIterations
org/apache/commons/math3/optim,org/apache/commons/math3/optim/BaseOptimizer,optimize
org/apache/commons/math3/optim,org/apache/commons/math3/optim/MaxIter,unlimited
org/apache/commons/math3/analysis/solvers,org/apache/commons/math3/analysis/solvers/BaseAbstractUnivariateSolver,getMaxEvaluations
org/apache/commons/math3/analysis/solvers,org/apache/commons/math3/analysis/solvers/LaguerreSolver,solveComplex
org/apache/commons/math3/analysis/solvers,org/apache/commons/math3/analysis/solvers/UnivariateSolverUtils,bracket
org/apache/commons/math3/analysis/solvers,org/apache/commons/math3/analysis/solvers/FieldBracketingNthOrderBrentSolver,getMaxEvaluations
org/apache/commons/math3/analysis/solvers,org/apache/commons/math3/analysis/solvers/FieldBracketingNthOrderBrentSolver,getEvaluations
org/apache/commons/math3/analysis/solvers,org/apache/commons/math3/analysis/solvers/FieldBracketingNthOrderBrentSolver,getRelativeAccuracy
org/apache/commons/math3/optim/univariate,org/apache/commons/math3/optim/univariate/BracketFinder,getMaxEvaluations
org/apache/commons/math3/optim/univariate,org/apache/commons/math3/optim/univariate/BracketFinder,getEvaluations
org/apache/commons/math3/optim/univariate,org/apache/commons/math3/optim/univariate/BracketFinder,getFLo
org/apache/commons/math3/optim/univariate,org/apache/commons/math3/optim/univariate/BracketFinder,getFHi
org/apache/commons/math3/optim/univariate,org/apache/commons/math3/optim/univariate/BracketFinder,getFMid
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/EventFilter,resetState
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/EventState$LocalMaxCountExceededException,getException
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/FieldEventState,getMaxCheckInterval
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/FieldEventState,getConvergence
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/FieldEventState,getMaxIterationCount
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/EventState,getMaxCheckInterval
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/EventState,getConvergence
org/apache/commons/math3/ode/events,org/apache/commons/math3/ode/events/EventState,getMaxIterationCount
